TABLE 6J - COMPLETE CC LIST
Diagnosis Code	Description
S92.353B	Displaced fracture of fifth metatarsal bone, unspecified foot, initial encounter for open fracture
S92.353K	Displaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion
S92.353P	Displaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion
S92.354B	Nondisplaced fracture of fifth metatarsal bone, right foot, initial encounter for open fracture
S92.354K	Nondisplaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with nonunion
S92.354P	Nondisplaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with malunion
S92.355B	Nondisplaced fracture of fifth metatarsal bone, left foot, initial encounter for open fracture
S92.355K	Nondisplaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with nonunion
S92.355P	Nondisplaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with malunion
S92.356B	Nondisplaced fracture of fifth metatarsal bone, unspecified foot, initial encounter for open fracture
S92.356K	Nondisplaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion
S92.356P	Nondisplaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion
S92.401K	Displaced unspecified fracture of right great toe, subsequent encounter for fracture with nonunion
S92.401P	Displaced unspecified fracture of right great toe, subsequent encounter for fracture with malunion
S92.402K	Displaced unspecified fracture of left great toe, subsequent encounter for fracture with nonunion
S92.402P	Displaced unspecified fracture of left great toe, subsequent encounter for fracture with malunion
S92.403K	Displaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with nonunion
S92.403P	Displaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with malunion
S92.404K	Nondisplaced unspecified fracture of right great toe, subsequent encounter for fracture with nonunion
S92.404P	Nondisplaced unspecified fracture of right great toe, subsequent encounter for fracture with malunion
S92.405K	Nondisplaced unspecified fracture of left great toe, subsequent encounter for fracture with nonunion
S92.405P	Nondisplaced unspecified fracture of left great toe, subsequent encounter for fracture with malunion
S92.406K	Nondisplaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with nonunion
S92.406P	Nondisplaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with malunion
S92.411K	Displaced fracture of proximal phalanx of right great toe, subsequent encounter for fracture with nonunion
S92.411P	Displaced fracture of proximal phalanx of right great toe, subsequent encounter for fracture with malunion
S92.412K	Displaced fracture of proximal phalanx of left great toe, subsequent encounter for fracture with nonunion
S92.412P	Displaced fracture of proximal phalanx of left great toe, subsequent encounter for fracture with malunion
S92.413K	Displaced fracture of proximal phalanx of unspecified great toe, subsequent encounter for fracture with nonunion
S92.413P	Displaced fracture of proximal phalanx of unspecified great toe, subsequent encounter for fracture with malunion
S92.414K	Nondisplaced fracture of proximal phalanx of right great toe, subsequent encounter for fracture with nonunion
S92.414P	Nondisplaced fracture of proximal phalanx of right great toe, subsequent encounter for fracture with malunion
S92.415K	Nondisplaced fracture of proximal phalanx of left great toe, subsequent encounter for fracture with nonunion
S92.415P	Nondisplaced fracture of proximal phalanx of left great toe, subsequent encounter for fracture with malunion
S92.416K	Nondisplaced fracture of proximal phalanx of unspecified great toe, subsequent encounter for fracture with nonunion
S92.416P	Nondisplaced fracture of proximal phalanx of unspecified great toe, subsequent encounter for fracture with malunion
S92.421K	Displaced fracture of distal phalanx of right great toe, subsequent encounter for fracture with nonunion
S92.421P	Displaced fracture of distal phalanx of right great toe, subsequent encounter for fracture with malunion
S92.422K	Displaced fracture of distal phalanx of left great toe, subsequent encounter for fracture with nonunion
S92.422P	Displaced fracture of distal phalanx of left great toe, subsequent encounter for fracture with malunion
S92.423K	Displaced fracture of distal phalanx of unspecified great toe, subsequent encounter for fracture with nonunion
S92.423P	Displaced fracture of distal phalanx of unspecified great toe, subsequent encounter for fracture with malunion
S92.424K	Nondisplaced fracture of distal phalanx of right great toe, subsequent encounter for fracture with nonunion
S92.424P	Nondisplaced fracture of distal phalanx of right great toe, subsequent encounter for fracture with malunion
S92.425K	Nondisplaced fracture of distal phalanx of left great toe, subsequent encounter for fracture with nonunion
S92.425P	Nondisplaced fracture of distal phalanx of left great toe, subsequent encounter for fracture with malunion
S92.426K	Nondisplaced fracture of distal phalanx of unspecified great toe, subsequent encounter for fracture with nonunion
S92.426P	Nondisplaced fracture of distal phalanx of unspecified great toe, subsequent encounter for fracture with malunion
S92.491K	Other fracture of right great toe, subsequent encounter for fracture with nonunion
S92.491P	Other fracture of right great toe, subsequent encounter for fracture with malunion
S92.492K	Other fracture of left great toe, subsequent encounter for fracture with nonunion
S92.492P	Other fracture of left great toe, subsequent encounter for fracture with malunion
S92.499K	Other fracture of unspecified great toe, subsequent encounter for fracture with nonunion
S92.499P	Other fracture of unspecified great toe, subsequent encounter for fracture with malunion
S92.501K	Displaced unspecified fracture of right lesser toe(s), subsequent encounter for fracture with nonunion
S92.501P	Displaced unspecified fracture of right lesser toe(s), subsequent encounter for fracture with malunion
S92.502K	Displaced unspecified fracture of left lesser toe(s), subsequent encounter for fracture with nonunion
S92.502P	Displaced unspecified fracture of left lesser toe(s), subsequent encounter for fracture with malunion
S92.503K	Displaced unspecified fracture of unspecified lesser toe(s), subsequent encounter for fracture with nonunion
S92.503P	Displaced unspecified fracture of unspecified lesser toe(s), subsequent encounter for fracture with malunion
S92.504K	Nondisplaced unspecified fracture of right lesser toe(s), subsequent encounter for fracture with nonunion
S92.504P	Nondisplaced unspecified fracture of right lesser toe(s), subsequent encounter for fracture with malunion
S92.505K	Nondisplaced unspecified fracture of left lesser toe(s), subsequent encounter for fracture with nonunion
S92.505P	Nondisplaced unspecified fracture of left lesser toe(s), subsequent encounter for fracture with malunion
S92.506K	Nondisplaced unspecified fracture of unspecified lesser toe(s), subsequent encounter for fracture with nonunion
S92.506P	Nondisplaced unspecified fracture of unspecified lesser toe(s), subsequent encounter for fracture with malunion
S92.511K	Displaced fracture of proximal phalanx of right lesser toe(s), subsequent encounter for fracture with nonunion
S92.511P	Displaced fracture of proximal phalanx of right lesser toe(s), subsequent encounter for fracture with malunion
S92.512K	Displaced fracture of proximal phalanx of left lesser toe(s), subsequent encounter for fracture with nonunion
S92.512P	Displaced fracture of proximal phalanx of left lesser toe(s), subsequent encounter for fracture with malunion
S92.513K	Displaced fracture of proximal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with nonunion
S92.513P	Displaced fracture of proximal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with malunion
S92.514K	Nondisplaced fracture of proximal phalanx of right lesser toe(s), subsequent encounter for fracture with nonunion
S92.514P	Nondisplaced fracture of proximal phalanx of right lesser toe(s), subsequent encounter for fracture with malunion
S92.515K	Nondisplaced fracture of proximal phalanx of left lesser toe(s), subsequent encounter for fracture with nonunion
S92.515P	Nondisplaced fracture of proximal phalanx of left lesser toe(s), subsequent encounter for fracture with malunion
S92.516K	Nondisplaced fracture of proximal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with nonunion
S92.516P	Nondisplaced fracture of proximal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with malunion
S92.521K	Displaced fracture of middle phalanx of right lesser toe(s), subsequent encounter for fracture with nonunion
S92.521P	Displaced fracture of middle phalanx of right lesser toe(s), subsequent encounter for fracture with malunion
S92.522K	Displaced fracture of middle phalanx of left lesser toe(s), subsequent encounter for fracture with nonunion
S92.522P	Displaced fracture of middle phalanx of left lesser toe(s), subsequent encounter for fracture with malunion
S92.523K	Displaced fracture of middle phalanx of unspecified lesser toe(s), subsequent encounter for fracture with nonunion
S92.523P	Displaced fracture of middle phalanx of unspecified lesser toe(s), subsequent encounter for fracture with malunion
S92.524K	Nondisplaced fracture of middle phalanx of right lesser toe(s), subsequent encounter for fracture with nonunion
S92.524P	Nondisplaced fracture of middle phalanx of right lesser toe(s), subsequent encounter for fracture with malunion
S92.525K	Nondisplaced fracture of middle phalanx of left lesser toe(s), subsequent encounter for fracture with nonunion
S92.525P	Nondisplaced fracture of middle phalanx of left lesser toe(s), subsequent encounter for fracture with malunion
S92.526K	Nondisplaced fracture of middle phalanx of unspecified lesser toe(s), subsequent encounter for fracture with nonunion
S92.526P	Nondisplaced fracture of middle phalanx of unspecified lesser toe(s), subsequent encounter for fracture with malunion
S92.531K	Displaced fracture of distal phalanx of right lesser toe(s), subsequent encounter for fracture with nonunion
S92.531P	Displaced fracture of distal phalanx of right lesser toe(s), subsequent encounter for fracture with malunion
S92.532K	Displaced fracture of distal phalanx of left lesser toe(s), subsequent encounter for fracture with nonunion
S92.532P	Displaced fracture of distal phalanx of left lesser toe(s), subsequent encounter for fracture with malunion
S92.533K	Displaced fracture of distal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with nonunion
S92.533P	Displaced fracture of distal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with malunion
S92.534K	Nondisplaced fracture of distal phalanx of right lesser toe(s), subsequent encounter for fracture with nonunion
S92.534P	Nondisplaced fracture of distal phalanx of right lesser toe(s), subsequent encounter for fracture with malunion
S92.535K	Nondisplaced fracture of distal phalanx of left lesser toe(s), subsequent encounter for fracture with nonunion
S92.535P	Nondisplaced fracture of distal phalanx of left lesser toe(s), subsequent encounter for fracture with malunion
S92.536K	Nondisplaced fracture of distal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with nonunion
S92.536P	Nondisplaced fracture of distal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with malunion
S92.591K	Other fracture of right lesser toe(s), subsequent encounter for fracture with nonunion
S92.591P	Other fracture of right lesser toe(s), subsequent encounter for fracture with malunion
S92.592K	Other fracture of left lesser toe(s), subsequent encounter for fracture with nonunion
S92.592P	Other fracture of left lesser toe(s), subsequent encounter for fracture with malunion
S92.599K	Other fracture of unspecified lesser toe(s), subsequent encounter for fracture with nonunion
S92.599P	Other fracture of unspecified lesser toe(s), subsequent encounter for fracture with malunion
S92.811B	Other fracture of right foot, initial encounter for open fracture
S92.811K	Other fracture of right foot, subsequent encounter for fracture with nonunion
S92.811P	Other fracture of right foot, subsequent encounter for fracture with malunion
S92.812B	Other fracture of left foot, initial encounter for open fracture
S92.812K	Other fracture of left foot, subsequent encounter for fracture with nonunion
S92.812P	Other fracture of left foot, subsequent encounter for fracture with malunion
S92.819B	Other fracture of unspecified foot, initial encounter for open fracture
S92.819K	Other fracture of unspecified foot, subsequent encounter for fracture with nonunion
S92.819P	Other fracture of unspecified foot, subsequent encounter for fracture with malunion
S92.901B	Unspecified fracture of right foot, initial encounter for open fracture
S92.901K	Unspecified fracture of right foot, subsequent encounter for fracture with nonunion
S92.901P	Unspecified fracture of right foot, subsequent encounter for fracture with malunion
S92.902B	Unspecified fracture of left foot, initial encounter for open fracture
S92.902K	Unspecified fracture of left foot, subsequent encounter for fracture with nonunion
S92.902P	Unspecified fracture of left foot, subsequent encounter for fracture with malunion
S92.909B	Unspecified fracture of unspecified foot, initial encounter for open fracture
S92.909K	Unspecified fracture of unspecified foot, subsequent encounter for fracture with nonunion
S92.909P	Unspecified fracture of unspecified foot, subsequent encounter for fracture with malunion
S92.911K	Unspecified fracture of right toe(s), subsequent encounter for fracture with nonunion
S92.911P	Unspecified fracture of right toe(s), subsequent encounter for fracture with malunion
S92.912K	Unspecified fracture of left toe(s), subsequent encounter for fracture with nonunion
S92.912P	Unspecified fracture of left toe(s), subsequent encounter for fracture with malunion
S92.919K	Unspecified fracture of unspecified toe(s), subsequent encounter for fracture with nonunion
S92.919P	Unspecified fracture of unspecified toe(s), subsequent encounter for fracture with malunion
S95.001A	Unspecified injury of dorsal artery of right foot, initial encounter
S95.002A	Unspecified injury of dorsal artery of left foot, initial encounter
S95.009A	Unspecified injury of dorsal artery of unspecified foot, initial encounter
S95.011A	Laceration of dorsal artery of right foot, initial encounter
S95.012A	Laceration of dorsal artery of left foot, initial encounter
S95.019A	Laceration of dorsal artery of unspecified foot, initial encounter
S95.091A	Other specified injury of dorsal artery of right foot, initial encounter
S95.092A	Other specified injury of dorsal artery of left foot, initial encounter
S95.099A	Other specified injury of dorsal artery of unspecified foot, initial encounter
S95.101A	Unspecified injury of plantar artery of right foot, initial encounter
S95.102A	Unspecified injury of plantar artery of left foot, initial encounter
S95.109A	Unspecified injury of plantar artery of unspecified foot, initial encounter
S95.111A	Laceration of plantar artery of right foot, initial encounter
S95.112A	Laceration of plantar artery of left foot, initial encounter
S95.119A	Laceration of plantar artery of unspecified foot, initial encounter
S95.191A	Other specified injury of plantar artery of right foot, initial encounter
S95.192A	Other specified injury of plantar artery of left foot, initial encounter
S95.199A	Other specified injury of plantar artery of unspecified foot, initial encounter
S95.201A	Unspecified injury of dorsal vein of right foot, initial encounter
S95.202A	Unspecified injury of dorsal vein of left foot, initial encounter
S95.209A	Unspecified injury of dorsal vein of unspecified foot, initial encounter
S95.211A	Laceration of dorsal vein of right foot, initial encounter
S95.212A	Laceration of dorsal vein of left foot, initial encounter
S95.219A	Laceration of dorsal vein of unspecified foot, initial encounter
S95.291A	Other specified injury of dorsal vein of right foot, initial encounter
S95.292A	Other specified injury of dorsal vein of left foot, initial encounter
S95.299A	Other specified injury of dorsal vein of unspecified foot, initial encounter
S95.801A	Unspecified injury of other blood vessels at ankle and foot level, right leg, initial encounter
S95.802A	Unspecified injury of other blood vessels at ankle and foot level, left leg, initial encounter
S95.809A	Unspecified injury of other blood vessels at ankle and foot level, unspecified leg, initial encounter
S95.811A	Laceration of other blood vessels at ankle and foot level, right leg, initial encounter
S95.812A	Laceration of other blood vessels at ankle and foot level, left leg, initial encounter
S95.819A	Laceration of other blood vessels at ankle and foot level, unspecified leg, initial encounter
S95.891A	Other specified injury of other blood vessels at ankle and foot level, right leg, initial encounter
S95.892A	Other specified injury of other blood vessels at ankle and foot level, left leg, initial encounter
S95.899A	Other specified injury of other blood vessels at ankle and foot level, unspecified leg, initial encounter
S95.901A	Unspecified injury of unspecified blood vessel at ankle and foot level, right leg, initial encounter
S95.902A	Unspecified injury of unspecified blood vessel at ankle and foot level, left leg, initial encounter
S95.909A	Unspecified injury of unspecified blood vessel at ankle and foot level, unspecified leg, initial encounter
S95.911A	Laceration of unspecified blood vessel at ankle and foot level, right leg, initial encounter
S95.912A	Laceration of unspecified blood vessel at ankle and foot level, left leg, initial encounter
S95.919A	Laceration of unspecified blood vessel at ankle and foot level, unspecified leg, initial encounter
S95.991A	Other specified injury of unspecified blood vessel at ankle and foot level, right leg, initial encounter
S95.992A	Other specified injury of unspecified blood vessel at ankle and foot level, left leg, initial encounter
S95.999A	Other specified injury of unspecified blood vessel at ankle and foot level, unspecified leg, initial encounter
S96.021A	Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, right foot, initial encounter
S96.022A	Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, initial encounter
S96.029A	Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, initial encounter
S96.121A	Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, initial encounter
S96.122A	Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, initial encounter
S96.129A	Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, initial encounter
S96.221A	Laceration of intrinsic muscle and tendon at ankle and foot level, right foot, initial encounter
S96.222A	Laceration of intrinsic muscle and tendon at ankle and foot level, left foot, initial encounter
S96.229A	Laceration of intrinsic muscle and tendon at ankle and foot level, unspecified foot, initial encounter
S96.821A	Laceration of other specified muscles and tendons at ankle and foot level, right foot, initial encounter
S96.822A	Laceration of other specified muscles and tendons at ankle and foot level, left foot, initial encounter
S96.829A	Laceration of other specified muscles and tendons at ankle and foot level, unspecified foot, initial encounter
S96.921A	Laceration of unspecified muscle and tendon at ankle and foot level, right foot, initial encounter
S96.922A	Laceration of unspecified muscle and tendon at ankle and foot level, left foot, initial encounter
S96.929A	Laceration of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter
S98.011A	Complete traumatic amputation of right foot at ankle level, initial encounter
S98.012A	Complete traumatic amputation of left foot at ankle level, initial encounter
S98.019A	Complete traumatic amputation of unspecified foot at ankle level, initial encounter
S98.021A	Partial traumatic amputation of right foot at ankle level, initial encounter
S98.022A	Partial traumatic amputation of left foot at ankle level, initial encounter
S98.029A	Partial traumatic amputation of unspecified foot at ankle level, initial encounter
S98.311A	Complete traumatic amputation of right midfoot, initial encounter
S98.312A	Complete traumatic amputation of left midfoot, initial encounter
S98.319A	Complete traumatic amputation of unspecified midfoot, initial encounter
S98.321A	Partial traumatic amputation of right midfoot, initial encounter
S98.322A	Partial traumatic amputation of left midfoot, initial encounter
S98.329A	Partial traumatic amputation of unspecified midfoot, initial encounter
S98.911A	Complete traumatic amputation of right foot, level unspecified, initial encounter
S98.912A	Complete traumatic amputation of left foot, level unspecified, initial encounter
S98.919A	Complete traumatic amputation of unspecified foot, level unspecified, initial encounter
S98.921A	Partial traumatic amputation of right foot, level unspecified, initial encounter
S98.922A	Partial traumatic amputation of left foot, level unspecified, initial encounter
S98.929A	Partial traumatic amputation of unspecified foot, level unspecified, initial encounter
T17.400A	Unspecified foreign body in trachea causing asphyxiation, initial encounter
T17.408A	Unspecified foreign body in trachea causing other injury, initial encounter
T17.410A	Gastric contents in trachea causing asphyxiation, initial encounter
T17.418A	Gastric contents in trachea causing other injury, initial encounter
T17.420A	Food in trachea causing asphyxiation, initial encounter
T17.428A	Food in trachea causing other injury, initial encounter
T17.490A	Other foreign object in trachea causing asphyxiation, initial encounter
T17.498A	Other foreign object in trachea causing other injury, initial encounter
T17.500A	Unspecified foreign body in bronchus causing asphyxiation, initial encounter
T17.508A	Unspecified foreign body in bronchus causing other injury, initial encounter
T17.510A	Gastric contents in bronchus causing asphyxiation, initial encounter
T17.518A	Gastric contents in bronchus causing other injury, initial encounter
T17.520A	Food in bronchus causing asphyxiation, initial encounter
T17.528A	Food in bronchus causing other injury, initial encounter
T17.590A	Other foreign object in bronchus causing asphyxiation, initial encounter
T17.598A	Other foreign object in bronchus causing other injury, initial encounter
T17.800A	Unspecified foreign body in other parts of respiratory tract causing asphyxiation, initial encounter
T17.808A	Unspecified foreign body in other parts of respiratory tract causing other injury, initial encounter
T17.810A	Gastric contents in other parts of respiratory tract causing asphyxiation, initial encounter
T17.818A	Gastric contents in other parts of respiratory tract causing other injury, initial encounter
T17.820A	Food in other parts of respiratory tract causing asphyxiation, initial encounter
T17.828A	Food in other parts of respiratory tract causing other injury, initial encounter
T17.890A	Other foreign object in other parts of respiratory tract causing asphyxiation, initial encounter
T17.898A	Other foreign object in other parts of respiratory tract causing other injury, initial encounter
T20.30XA	Burn of third degree of head, face, and neck, unspecified site, initial encounter
T20.311A	Burn of third degree of right ear [any part, except ear drum], initial encounter
T20.312A	Burn of third degree of left ear [any part, except ear drum], initial encounter
T20.319A	Burn of third degree of unspecified ear [any part, except ear drum], initial encounter
T20.32XA	Burn of third degree of lip(s), initial encounter
T20.33XA	Burn of third degree of chin, initial encounter
T20.34XA	Burn of third degree of nose (septum), initial encounter
T20.35XA	Burn of third degree of scalp [any part], initial encounter
T20.36XA	Burn of third degree of forehead and cheek, initial encounter
T20.37XA	Burn of third degree of neck, initial encounter
T20.39XA	Burn of third degree of multiple sites of head, face, and neck, initial encounter
T20.70XA	Corrosion of third degree of head, face, and neck, unspecified site, initial encounter
T20.711A	Corrosion of third degree of right ear [any part, except ear drum], initial encounter
T20.712A	Corrosion of third degree of left ear [any part, except ear drum], initial encounter
T20.719A	Corrosion of third degree of unspecified ear [any part, except ear drum], initial encounter
T20.72XA	Corrosion of third degree of lip(s), initial encounter
T20.73XA	Corrosion of third degree of chin, initial encounter
T20.74XA	Corrosion of third degree of nose (septum), initial encounter
T20.75XA	Corrosion of third degree of scalp [any part], initial encounter
T20.76XA	Corrosion of third degree of forehead and cheek, initial encounter
T20.77XA	Corrosion of third degree of neck, initial encounter
T20.79XA	Corrosion of third degree of multiple sites of head, face, and neck, initial encounter
T21.30XA	Burn of third degree of trunk, unspecified site, initial encounter
T21.31XA	Burn of third degree of chest wall, initial encounter
T21.32XA	Burn of third degree of abdominal wall, initial encounter
T21.33XA	Burn of third degree of upper back, initial encounter
T21.34XA	Burn of third degree of lower back, initial encounter
T21.35XA	Burn of third degree of buttock, initial encounter
T21.36XA	Burn of third degree of male genital region, initial encounter
T21.37XA	Burn of third degree of female genital region, initial encounter
T21.39XA	Burn of third degree of other site of trunk, initial encounter
T21.70XA	Corrosion of third degree of trunk, unspecified site, initial encounter
T21.71XA	Corrosion of third degree of chest wall, initial encounter
T21.72XA	Corrosion of third degree of abdominal wall, initial encounter
T21.73XA	Corrosion of third degree of upper back, initial encounter
T21.74XA	Corrosion of third degree of lower back, initial encounter
T21.75XA	Corrosion of third degree of buttock, initial encounter
T21.76XA	Corrosion of third degree of male genital region, initial encounter
T21.77XA	Corrosion of third degree of female genital region, initial encounter
T21.79XA	Corrosion of third degree of other site of trunk, initial encounter
T22.30XA	Burn of third degree of shoulder and upper limb, except wrist and hand, unspecified site, initial encounter
T22.311A	Burn of third degree of right forearm, initial encounter
T22.312A	Burn of third degree of left forearm, initial encounter
T22.319A	Burn of third degree of unspecified forearm, initial encounter
T22.321A	Burn of third degree of right elbow, initial encounter
T22.322A	Burn of third degree of left elbow, initial encounter
T22.329A	Burn of third degree of unspecified elbow, initial encounter
T22.331A	Burn of third degree of right upper arm, initial encounter
T22.332A	Burn of third degree of left upper arm, initial encounter
T22.339A	Burn of third degree of unspecified upper arm, initial encounter
T22.341A	Burn of third degree of right axilla, initial encounter
T22.342A	Burn of third degree of left axilla, initial encounter
T22.349A	Burn of third degree of unspecified axilla, initial encounter
T22.351A	Burn of third degree of right shoulder, initial encounter
T22.352A	Burn of third degree of left shoulder, initial encounter
T22.359A	Burn of third degree of unspecified shoulder, initial encounter
T22.361A	Burn of third degree of right scapular region, initial encounter
T22.362A	Burn of third degree of left scapular region, initial encounter
T22.369A	Burn of third degree of unspecified scapular region, initial encounter
T22.391A	Burn of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter
T22.392A	Burn of third degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter
T22.399A	Burn of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, initial encounter
T22.70XA	Corrosion of third degree of shoulder and upper limb, except wrist and hand, unspecified site, initial encounter
T22.711A	Corrosion of third degree of right forearm, initial encounter
T22.712A	Corrosion of third degree of left forearm, initial encounter
T22.719A	Corrosion of third degree of unspecified forearm, initial encounter
T22.721A	Corrosion of third degree of right elbow, initial encounter
T22.722A	Corrosion of third degree of left elbow, initial encounter
T22.729A	Corrosion of third degree of unspecified elbow, initial encounter
T22.731A	Corrosion of third degree of right upper arm, initial encounter
T22.732A	Corrosion of third degree of left upper arm, initial encounter
T22.739A	Corrosion of third degree of unspecified upper arm, initial encounter
T22.741A	Corrosion of third degree of right axilla, initial encounter
T22.742A	Corrosion of third degree of left axilla, initial encounter
T22.749A	Corrosion of third degree of unspecified axilla, initial encounter
T22.751A	Corrosion of third degree of right shoulder, initial encounter
T22.752A	Corrosion of third degree of left shoulder, initial encounter
T22.759A	Corrosion of third degree of unspecified shoulder, initial encounter
T22.761A	Corrosion of third degree of right scapular region, initial encounter
T22.762A	Corrosion of third degree of left scapular region, initial encounter
T22.769A	Corrosion of third degree of unspecified scapular region, initial encounter
T22.791A	Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter
T22.792A	Corrosion of third degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter
T22.799A	Corrosion of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, initial encounter
T23.301A	Burn of third degree of right hand, unspecified site, initial encounter
T23.302A	Burn of third degree of left hand, unspecified site, initial encounter
T23.309A	Burn of third degree of unspecified hand, unspecified site, initial encounter
T23.311A	Burn of third degree of right thumb (nail), initial encounter
T23.312A	Burn of third degree of left thumb (nail), initial encounter
T23.319A	Burn of third degree of unspecified thumb (nail), initial encounter
T23.321A	Burn of third degree of single right finger (nail) except thumb, initial encounter
T23.322A	Burn of third degree of single left finger (nail) except thumb, initial encounter
T23.329A	Burn of third degree of unspecified single finger (nail) except thumb, initial encounter
T23.331A	Burn of third degree of multiple right fingers (nail), not including thumb, initial encounter
T23.332A	Burn of third degree of multiple left fingers (nail), not including thumb, initial encounter
T23.339A	Burn of third degree of unspecified multiple fingers (nail), not including thumb, initial encounter
T23.341A	Burn of third degree of multiple right fingers (nail), including thumb, initial encounter
T23.342A	Burn of third degree of multiple left fingers (nail), including thumb, initial encounter
T23.349A	Burn of third degree of unspecified multiple fingers (nail), including thumb, initial encounter
T23.351A	Burn of third degree of right palm, initial encounter
T23.352A	Burn of third degree of left palm, initial encounter
T23.359A	Burn of third degree of unspecified palm, initial encounter
T23.361A	Burn of third degree of back of right hand, initial encounter
T23.362A	Burn of third degree of back of left hand, initial encounter
T23.369A	Burn of third degree of back of unspecified hand, initial encounter
T23.371A	Burn of third degree of right wrist, initial encounter
T23.372A	Burn of third degree of left wrist, initial encounter
T23.379A	Burn of third degree of unspecified wrist, initial encounter
T23.391A	Burn of third degree of multiple sites of right wrist and hand, initial encounter
T23.392A	Burn of third degree of multiple sites of left wrist and hand, initial encounter
T23.399A	Burn of third degree of multiple sites of unspecified wrist and hand, initial encounter
T23.701A	Corrosion of third degree of right hand, unspecified site, initial encounter
T23.702A	Corrosion of third degree of left hand, unspecified site, initial encounter
T23.709A	Corrosion of third degree of unspecified hand, unspecified site, initial encounter
T23.711A	Corrosion of third degree of right thumb (nail), initial encounter
T23.712A	Corrosion of third degree of left thumb (nail), initial encounter
T23.719A	Corrosion of third degree of unspecified thumb (nail), initial encounter
T23.721A	Corrosion of third degree of single right finger (nail) except thumb, initial encounter
T23.722A	Corrosion of third degree of single left finger (nail) except thumb, initial encounter
T23.729A	Corrosion of third degree of unspecified single finger (nail) except thumb, initial encounter
T23.731A	Corrosion of third degree of multiple right fingers (nail), not including thumb, initial encounter
T23.732A	Corrosion of third degree of multiple left fingers (nail), not including thumb, initial encounter
T23.739A	Corrosion of third degree of unspecified multiple fingers (nail), not including thumb, initial encounter
T23.741A	Corrosion of third degree of multiple right fingers (nail), including thumb, initial encounter
T23.742A	Corrosion of third degree of multiple left fingers (nail), including thumb, initial encounter
T23.749A	Corrosion of third degree of unspecified multiple fingers (nail), including thumb, initial encounter
T23.751A	Corrosion of third degree of right palm, initial encounter
T23.752A	Corrosion of third degree of left palm, initial encounter
T23.759A	Corrosion of third degree of unspecified palm, initial encounter
T23.761A	Corrosion of third degree of back of right hand, initial encounter
T23.762A	Corrosion of third degree of back of left hand, initial encounter
T23.769A	Corrosion of third degree back of unspecified hand, initial encounter
T23.771A	Corrosion of third degree of right wrist, initial encounter
T23.772A	Corrosion of third degree of left wrist, initial encounter
T23.779A	Corrosion of third degree of unspecified wrist, initial encounter
T23.791A	Corrosion of third degree of multiple sites of right wrist and hand, initial encounter
T23.792A	Corrosion of third degree of multiple sites of left wrist and hand, initial encounter
T23.799A	Corrosion of third degree of multiple sites of unspecified wrist and hand, initial encounter
T24.301A	Burn of third degree of unspecified site of right lower limb, except ankle and foot, initial encounter
T24.302A	Burn of third degree of unspecified site of left lower limb, except ankle and foot, initial encounter
T24.309A	Burn of third degree of unspecified site of unspecified lower limb, except ankle and foot, initial encounter
T24.311A	Burn of third degree of right thigh, initial encounter
T24.312A	Burn of third degree of left thigh, initial encounter
T24.319A	Burn of third degree of unspecified thigh, initial encounter
T24.321A	Burn of third degree of right knee, initial encounter
T24.322A	Burn of third degree of left knee, initial encounter
T24.329A	Burn of third degree of unspecified knee, initial encounter
T24.331A	Burn of third degree of right lower leg, initial encounter
T24.332A	Burn of third degree of left lower leg, initial encounter
T24.339A	Burn of third degree of unspecified lower leg, initial encounter
