TABLE 6I - COMPLETE MCC LIST
Diagnosis Code	Description
S72.135A	Nondisplaced apophyseal fracture of left femur, initial encounter for closed fracture
S72.135B	Nondisplaced apophyseal fracture of left femur, initial encounter for open fracture type I or II
S72.135C	Nondisplaced apophyseal fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.136A	Nondisplaced apophyseal fracture of unspecified femur, initial encounter for closed fracture
S72.136B	Nondisplaced apophyseal fracture of unspecified femur, initial encounter for open fracture type I or II
S72.136C	Nondisplaced apophyseal fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.141A	Displaced intertrochanteric fracture of right femur, initial encounter for closed fracture
S72.141B	Displaced intertrochanteric fracture of right femur, initial encounter for open fracture type I or II
S72.141C	Displaced intertrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.142A	Displaced intertrochanteric fracture of left femur, initial encounter for closed fracture
S72.142B	Displaced intertrochanteric fracture of left femur, initial encounter for open fracture type I or II
S72.142C	Displaced intertrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.143A	Displaced intertrochanteric fracture of unspecified femur, initial encounter for closed fracture
S72.143B	Displaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II
S72.143C	Displaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.144A	Nondisplaced intertrochanteric fracture of right femur, initial encounter for closed fracture
S72.144B	Nondisplaced intertrochanteric fracture of right femur, initial encounter for open fracture type I or II
S72.144C	Nondisplaced intertrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.145A	Nondisplaced intertrochanteric fracture of left femur, initial encounter for closed fracture
S72.145B	Nondisplaced intertrochanteric fracture of left femur, initial encounter for open fracture type I or II
S72.145C	Nondisplaced intertrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.146A	Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for closed fracture
S72.146B	Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II
S72.146C	Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.21XA	Displaced subtrochanteric fracture of right femur, initial encounter for closed fracture
S72.21XB	Displaced subtrochanteric fracture of right femur, initial encounter for open fracture type I or II
S72.21XC	Displaced subtrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.22XA	Displaced subtrochanteric fracture of left femur, initial encounter for closed fracture
S72.22XB	Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type I or II
S72.22XC	Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.23XA	Displaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture
S72.23XB	Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II
S72.23XC	Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.24XA	Nondisplaced subtrochanteric fracture of right femur, initial encounter for closed fracture
S72.24XB	Nondisplaced subtrochanteric fracture of right femur, initial encounter for open fracture type I or II
S72.24XC	Nondisplaced subtrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.25XA	Nondisplaced subtrochanteric fracture of left femur, initial encounter for closed fracture
S72.25XB	Nondisplaced subtrochanteric fracture of left femur, initial encounter for open fracture type I or II
S72.25XC	Nondisplaced subtrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.26XA	Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture
S72.26XB	Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II
S72.26XC	Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.301A	Unspecified fracture of shaft of right femur, initial encounter for closed fracture
S72.301B	Unspecified fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.301C	Unspecified fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.302A	Unspecified fracture of shaft of left femur, initial encounter for closed fracture
S72.302B	Unspecified fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.302C	Unspecified fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.309A	Unspecified fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.309B	Unspecified fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.309C	Unspecified fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.321A	Displaced transverse fracture of shaft of right femur, initial encounter for closed fracture
S72.321B	Displaced transverse fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.321C	Displaced transverse fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.322A	Displaced transverse fracture of shaft of left femur, initial encounter for closed fracture
S72.322B	Displaced transverse fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.322C	Displaced transverse fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.323A	Displaced transverse fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.323B	Displaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.323C	Displaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.324A	Nondisplaced transverse fracture of shaft of right femur, initial encounter for closed fracture
S72.324B	Nondisplaced transverse fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.324C	Nondisplaced transverse fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.325A	Nondisplaced transverse fracture of shaft of left femur, initial encounter for closed fracture
S72.325B	Nondisplaced transverse fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.325C	Nondisplaced transverse fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.326A	Nondisplaced transverse fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.326B	Nondisplaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.326C	Nondisplaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.331A	Displaced oblique fracture of shaft of right femur, initial encounter for closed fracture
S72.331B	Displaced oblique fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.331C	Displaced oblique fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.332A	Displaced oblique fracture of shaft of left femur, initial encounter for closed fracture
S72.332B	Displaced oblique fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.332C	Displaced oblique fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.333A	Displaced oblique fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.333B	Displaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.333C	Displaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.334A	Nondisplaced oblique fracture of shaft of right femur, initial encounter for closed fracture
S72.334B	Nondisplaced oblique fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.334C	Nondisplaced oblique fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.335A	Nondisplaced oblique fracture of shaft of left femur, initial encounter for closed fracture
S72.335B	Nondisplaced oblique fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.335C	Nondisplaced oblique fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.336A	Nondisplaced oblique fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.336B	Nondisplaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.336C	Nondisplaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.341A	Displaced spiral fracture of shaft of right femur, initial encounter for closed fracture
S72.341B	Displaced spiral fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.341C	Displaced spiral fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.342A	Displaced spiral fracture of shaft of left femur, initial encounter for closed fracture
S72.342B	Displaced spiral fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.342C	Displaced spiral fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.343A	Displaced spiral fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.343B	Displaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.343C	Displaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.344A	Nondisplaced spiral fracture of shaft of right femur, initial encounter for closed fracture
S72.344B	Nondisplaced spiral fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.344C	Nondisplaced spiral fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.345A	Nondisplaced spiral fracture of shaft of left femur, initial encounter for closed fracture
S72.345B	Nondisplaced spiral fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.345C	Nondisplaced spiral fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.346A	Nondisplaced spiral fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.346B	Nondisplaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.346C	Nondisplaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.351A	Displaced comminuted fracture of shaft of right femur, initial encounter for closed fracture
S72.351B	Displaced comminuted fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.351C	Displaced comminuted fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.352A	Displaced comminuted fracture of shaft of left femur, initial encounter for closed fracture
S72.352B	Displaced comminuted fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.352C	Displaced comminuted fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.353A	Displaced comminuted fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.353B	Displaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.353C	Displaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.354A	Nondisplaced comminuted fracture of shaft of right femur, initial encounter for closed fracture
S72.354B	Nondisplaced comminuted fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.354C	Nondisplaced comminuted fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.355A	Nondisplaced comminuted fracture of shaft of left femur, initial encounter for closed fracture
S72.355B	Nondisplaced comminuted fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.355C	Nondisplaced comminuted fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.356A	Nondisplaced comminuted fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.356B	Nondisplaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.356C	Nondisplaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.361A	Displaced segmental fracture of shaft of right femur, initial encounter for closed fracture
S72.361B	Displaced segmental fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.361C	Displaced segmental fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.362A	Displaced segmental fracture of shaft of left femur, initial encounter for closed fracture
S72.362B	Displaced segmental fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.362C	Displaced segmental fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.363A	Displaced segmental fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.363B	Displaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.363C	Displaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.364A	Nondisplaced segmental fracture of shaft of right femur, initial encounter for closed fracture
S72.364B	Nondisplaced segmental fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.364C	Nondisplaced segmental fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.365A	Nondisplaced segmental fracture of shaft of left femur, initial encounter for closed fracture
S72.365B	Nondisplaced segmental fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.365C	Nondisplaced segmental fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.366A	Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.366B	Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.366C	Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.391A	Other fracture of shaft of right femur, initial encounter for closed fracture
S72.391B	Other fracture of shaft of right femur, initial encounter for open fracture type I or II
S72.391C	Other fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.392A	Other fracture of shaft of left femur, initial encounter for closed fracture
S72.392B	Other fracture of shaft of left femur, initial encounter for open fracture type I or II
S72.392C	Other fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.399A	Other fracture of shaft of unspecified femur, initial encounter for closed fracture
S72.399B	Other fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
S72.399C	Other fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.401B	Unspecified fracture of lower end of right femur, initial encounter for open fracture type I or II
S72.401C	Unspecified fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.402B	Unspecified fracture of lower end of left femur, initial encounter for open fracture type I or II
S72.402C	Unspecified fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.409B	Unspecified fracture of lower end of unspecified femur, initial encounter for open fracture type I or II
S72.409C	Unspecified fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.411B	Displaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type I or II
S72.411C	Displaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.412B	Displaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type I or II
S72.412C	Displaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.413B	Displaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type I or II
S72.413C	Displaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.414B	Nondisplaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type I or II
S72.414C	Nondisplaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.415B	Nondisplaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type I or II
S72.415C	Nondisplaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.416B	Nondisplaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type I or II
S72.416C	Nondisplaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.421B	Displaced fracture of lateral condyle of right femur, initial encounter for open fracture type I or II
S72.421C	Displaced fracture of lateral condyle of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.422B	Displaced fracture of lateral condyle of left femur, initial encounter for open fracture type I or II
S72.422C	Displaced fracture of lateral condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.423B	Displaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type I or II
S72.423C	Displaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.424B	Nondisplaced fracture of lateral condyle of right femur, initial encounter for open fracture type I or II
S72.424C	Nondisplaced fracture of lateral condyle of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.425B	Nondisplaced fracture of lateral condyle of left femur, initial encounter for open fracture type I or II
S72.425C	Nondisplaced fracture of lateral condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.426B	Nondisplaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type I or II
S72.426C	Nondisplaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.431B	Displaced fracture of medial condyle of right femur, initial encounter for open fracture type I or II
S72.431C	Displaced fracture of medial condyle of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.432B	Displaced fracture of medial condyle of left femur, initial encounter for open fracture type I or II
S72.432C	Displaced fracture of medial condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.433B	Displaced fracture of medial condyle of unspecified femur, initial encounter for open fracture type I or II
S72.433C	Displaced fracture of medial condyle of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.434B	Nondisplaced fracture of medial condyle of right femur, initial encounter for open fracture type I or II
S72.434C	Nondisplaced fracture of medial condyle of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.435B	Nondisplaced fracture of medial condyle of left femur, initial encounter for open fracture type I or II
S72.435C	Nondisplaced fracture of medial condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.436B	Nondisplaced fracture of medial condyle of unspecified femur, initial encounter for open fracture type I or II
S72.436C	Nondisplaced fracture of medial condyle of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.441B	Displaced fracture of lower epiphysis (separation) of right femur, initial encounter for open fracture type I or II
S72.441C	Displaced fracture of lower epiphysis (separation) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.442B	Displaced fracture of lower epiphysis (separation) of left femur, initial encounter for open fracture type I or II
S72.442C	Displaced fracture of lower epiphysis (separation) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.443B	Displaced fracture of lower epiphysis (separation) of unspecified femur, initial encounter for open fracture type I or II
S72.443C	Displaced fracture of lower epiphysis (separation) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.444B	Nondisplaced fracture of lower epiphysis (separation) of right femur, initial encounter for open fracture type I or II
S72.444C	Nondisplaced fracture of lower epiphysis (separation) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.445B	Nondisplaced fracture of lower epiphysis (separation) of left femur, initial encounter for open fracture type I or II
S72.445C	Nondisplaced fracture of lower epiphysis (separation) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.446B	Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, initial encounter for open fracture type I or II
S72.446C	Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.451B	Displaced supracondylar fracture without intracondylar extension of lower end of right femur, initial encounter for open fracture type I or II
S72.451C	Displaced supracondylar fracture without intracondylar extension of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.452B	Displaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for open fracture type I or II
S72.452C	Displaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.453B	Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type I or II
S72.453C	Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.454B	Nondisplaced supracondylar fracture without intracondylar extension of lower end of right femur, initial encounter for open fracture type I or II
S72.454C	Nondisplaced supracondylar fracture without intracondylar extension of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.455B	Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for open fracture type I or II
S72.455C	Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.456B	Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type I or II
S72.456C	Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.461B	Displaced supracondylar fracture with intracondylar extension of lower end of right femur, initial encounter for open fracture type I or II
S72.461C	Displaced supracondylar fracture with intracondylar extension of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.462B	Displaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for open fracture type I or II
S72.462C	Displaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.463B	Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type I or II
S72.463C	Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.464B	Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, initial encounter for open fracture type I or II
S72.464C	Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.465B	Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for open fracture type I or II
S72.465C	Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.466B	Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type I or II
S72.466C	Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.491B	Other fracture of lower end of right femur, initial encounter for open fracture type I or II
S72.491C	Other fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.492B	Other fracture of lower end of left femur, initial encounter for open fracture type I or II
S72.492C	Other fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.499B	Other fracture of lower end of unspecified femur, initial encounter for open fracture type I or II
S72.499C	Other fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.8X1A	Other fracture of right femur, initial encounter for closed fracture
S72.8X1B	Other fracture of right femur, initial encounter for open fracture type I or II
S72.8X1C	Other fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.8X2A	Other fracture of left femur, initial encounter for closed fracture
S72.8X2B	Other fracture of left femur, initial encounter for open fracture type I or II
S72.8X2C	Other fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.8X9A	Other fracture of unspecified femur, initial encounter for closed fracture
S72.8X9B	Other fracture of unspecified femur, initial encounter for open fracture type I or II
S72.8X9C	Other fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.90XA	Unspecified fracture of unspecified femur, initial encounter for closed fracture
S72.90XB	Unspecified fracture of unspecified femur, initial encounter for open fracture type I or II
S72.90XC	Unspecified fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.91XA	Unspecified fracture of right femur, initial encounter for closed fracture
S72.91XB	Unspecified fracture of right femur, initial encounter for open fracture type I or II
S72.91XC	Unspecified fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S72.92XA	Unspecified fracture of left femur, initial encounter for closed fracture
S72.92XB	Unspecified fracture of left femur, initial encounter for open fracture type I or II
S72.92XC	Unspecified fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
S75.001A	Unspecified injury of femoral artery, right leg, initial encounter
S75.002A	Unspecified injury of femoral artery, left leg, initial encounter
S75.009A	Unspecified injury of femoral artery, unspecified leg, initial encounter
S75.011A	Minor laceration of femoral artery, right leg, initial encounter
S75.012A	Minor laceration of femoral artery, left leg, initial encounter
S75.019A	Minor laceration of femoral artery, unspecified leg, initial encounter
S75.021A	Major laceration of femoral artery, right leg, initial encounter
S75.022A	Major laceration of femoral artery, left leg, initial encounter
S75.029A	Major laceration of femoral artery, unspecified leg, initial encounter
S75.091A	Other specified injury of femoral artery, right leg, initial encounter
S75.092A	Other specified injury of femoral artery, left leg, initial encounter
S75.099A	Other specified injury of femoral artery, unspecified leg, initial encounter
S75.101A	Unspecified injury of femoral vein at hip and thigh level, right leg, initial encounter
S75.102A	Unspecified injury of femoral vein at hip and thigh level, left leg, initial encounter
S75.109A	Unspecified injury of femoral vein at hip and thigh level, unspecified leg, initial encounter
S75.111A	Minor laceration of femoral vein at hip and thigh level, right leg, initial encounter
S75.112A	Minor laceration of femoral vein at hip and thigh level, left leg, initial encounter
S75.119A	Minor laceration of femoral vein at hip and thigh level, unspecified leg, initial encounter
S75.121A	Major laceration of femoral vein at hip and thigh level, right leg, initial encounter
S75.122A	Major laceration of femoral vein at hip and thigh level, left leg, initial encounter
S75.129A	Major laceration of femoral vein at hip and thigh level, unspecified leg, initial encounter
S75.191A	Other specified injury of femoral vein at hip and thigh level, right leg, initial encounter
S75.192A	Other specified injury of femoral vein at hip and thigh level, left leg, initial encounter
S75.199A	Other specified injury of femoral vein at hip and thigh level, unspecified leg, initial encounter
S79.001A	Unspecified physeal fracture of upper end of right femur, initial encounter for closed fracture
S79.002A	Unspecified physeal fracture of upper end of left femur, initial encounter for closed fracture
S79.009A	Unspecified physeal fracture of upper end of unspecified femur, initial encounter for closed fracture
S79.011A	Salter-Harris Type I physeal fracture of upper end of right femur, initial encounter for closed fracture
S79.012A	Salter-Harris Type I physeal fracture of upper end of left femur, initial encounter for closed fracture
S79.019A	Salter-Harris Type I physeal fracture of upper end of unspecified femur, initial encounter for closed fracture
S79.091A	Other physeal fracture of upper end of right femur, initial encounter for closed fracture
S79.092A	Other physeal fracture of upper end of left femur, initial encounter for closed fracture
S79.099A	Other physeal fracture of upper end of unspecified femur, initial encounter for closed fracture
S82.101B	Unspecified fracture of upper end of right tibia, initial encounter for open fracture type I or II
S82.101C	Unspecified fracture of upper end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.102B	Unspecified fracture of upper end of left tibia, initial encounter for open fracture type I or II
S82.102C	Unspecified fracture of upper end of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.109B	Unspecified fracture of upper end of unspecified tibia, initial encounter for open fracture type I or II
S82.109C	Unspecified fracture of upper end of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.111B	Displaced fracture of right tibial spine, initial encounter for open fracture type I or II
S82.111C	Displaced fracture of right tibial spine, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.112B	Displaced fracture of left tibial spine, initial encounter for open fracture type I or II
S82.112C	Displaced fracture of left tibial spine, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.113B	Displaced fracture of unspecified tibial spine, initial encounter for open fracture type I or II
S82.113C	Displaced fracture of unspecified tibial spine, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.114B	Nondisplaced fracture of right tibial spine, initial encounter for open fracture type I or II
S82.114C	Nondisplaced fracture of right tibial spine, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.115B	Nondisplaced fracture of left tibial spine, initial encounter for open fracture type I or II
S82.115C	Nondisplaced fracture of left tibial spine, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.116B	Nondisplaced fracture of unspecified tibial spine, initial encounter for open fracture type I or II
S82.116C	Nondisplaced fracture of unspecified tibial spine, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.121B	Displaced fracture of lateral condyle of right tibia, initial encounter for open fracture type I or II
S82.121C	Displaced fracture of lateral condyle of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
S82.122B	Displaced fracture of lateral condyle of left tibia, initial encounter for open fracture type I or II
